botid, date, time, press, pn, 
1060200305, 071399, 224304,  174.7,  0.146,
1070200611, 081399, 235355,   25.0,  0.311,
1070200610, 081399, 235241,   44.7,  0.412,
1070200609, 081399, 235115,   75.0,  0.328,
1070200608, 081399, 234956,   99.7,  0.283,
1070200607, 081399, 234841,  124.6,  0.279,
1070200606, 081399, 234723,  150.5,  0.099,
1070200605, 081399, 234606,  175.6,  0.125,
1080200311, 101499, 235729,   24.5,  0.241,
1080200310, 101499, 235625,   44.7,  0.306,
1080200309, 101499, 235509,   74.2,  0.261,
1080200308, 101499, 235354,   98.9,  0.223,
1080200307, 101499, 235229,  124.2,  0.186,
1080200306, 101499, 235114,  149.7,  0.119,
1080200305, 101499, 235004,  174.7,  0.110,
1090200312, 110899, 215250,    4.4,  0.263,
1090200311, 110899, 215149,   23.9,  0.236,
1090200310, 110899, 215034,   43.9,  0.240,
1090200309, 110899, 214920,   73.7,  0.240,
1090200308, 110899, 214820,   99.1,  0.242,
1090200307, 110899, 214704,  125.1,  0.146,
1090200306, 110899, 214535,  149.6,  0.113,
1090200305, 110899, 214420,  176.3,  0.090,
1100200313, 121499, 230104,    5.3,  0.272,
1100200312, 121499, 225809,   24.8,  0.300,
1100200311, 121499, 225708,   44.6,  0.345,
1100200310, 121499, 225548,   75.1,  0.307,
1100200309, 121499, 225428,  100.6,  0.216,
1100200308, 121499, 225308,  125.3,  0.091,
1100200307, 121499, 225148,  150.2,  0.098,
1100200306, 121499, 225028,  174.8,  0.084,
1110200312, 020200, 215156,    4.3,  0.223,
1110200311, 020200, 215012,   24.7,  0.247,
1110200310, 020200, 214907,   44.9,  0.237,
1110200309, 020200, 214756,   74.4,  0.230,
1110200308, 020200, 214643,   98.7,  0.258,
1110200307, 020200, 214531,  123.8,  0.181,
1110200306, 020200, 214428,  149.4,  0.209,
1110200305, 020200, 214300,  174.9,  0.084,
1120200418, 022900, 221901,    4.5,  0.244,
1120200416, 022900, 221731,   25.5,  0.272,
1120200415, 022900, 221621,   44.6,  0.265,
1120200413, 022900, 221446,   76.2,  0.244,
1120200412, 022900, 221331,   98.8,  0.254,
1120200410, 022900, 221201,  124.2,  0.209,
1120200409, 022900, 221055,  149.8,  0.139,
1120200406, 022900, 220930,  175.3,  0.098,
1130200313, 032800, 225213,    5.1,  0.247,
1130200312, 032800, 225058,   25.0,  0.261,
1130200311, 032800, 224943,   45.3,  0.254,
1130200310, 032800, 224813,   74.0,  0.240,
1130200309, 032800, 224643,  100.6,  0.213,
1130200308, 032800, 224523,  125.3,  0.155,
1130200307, 032800, 224358,  149.0,  0.105,
1130200305, 032800, 224238,  173.9,  0.084,
1140200316, 042500, 224945,    4.2,  0.248,
1140200315, 042500, 224830,   24.8,  0.270,
1140200314, 042500, 224725,   45.4,  0.252,
1140200313, 042500, 224619,   75.3,  0.248,
1140200312, 042500, 224514,   99.7,  0.273,
1140200310, 042500, 224314,  149.8,  0.156,
1140200309, 042500, 224200,  174.3,  0.105,
1140200409, 042600, 014515,  124.1,  0.181,
1150200323, 052300, 225132,    4.3,  0.275,
1150200321, 052300, 225017,   24.2,  0.292,
1150200320, 052300, 224922,   43.9,  0.299,
1150200315, 052300, 224712,   74.6,  0.299,
1150200313, 052300, 224557,   99.2,  0.238,
1150200311, 052300, 224422,  124.1,  0.279,
1150200307, 052300, 224222,  148.5,  0.138,
1150200305, 052300, 224007,  175.8,  0.102,
1160200424, 062000, 224735,    3.9,  0.371,
1160200420, 062000, 224530,   29.6,  0.516,
1160200416, 062000, 224325,   44.0,  0.283,
1160200413, 062000, 224150,   74.0,  0.248,
1160200411, 062000, 224034,   99.4,  0.221,
1160200409, 062000, 223925,  123.6,  0.201,
1160200407, 062000, 223820,  149.1,  0.141,
1160200405, 062000, 223705,  174.2,  0.096,
1170200323, 072600, 023600,    3.6,  0.423,
1170200808, 072600, 195404,  124.2,  0.202,
1170200807, 072600, 195234,  148.2,  0.164,
1170200806, 072600, 195109,  175.2,  0.107,
1170201024, 072700, 015326,    4.4,  0.452,
1170201020, 072700, 015140,   14.3,  0.520,
1170201018, 072700, 015020,   24.3,  0.482,
1170201010, 072700, 014531,   59.5,  0.441,
1170201007, 072700, 014229,  104.3,  0.245,
1170201004, 072700, 013941,  150.2,  0.174,
1180200412, 082200, 215155,    5.2,  0.242,
1180200411, 082200, 215040,   25.3,  0.269,
1180200410, 082200, 214940,   44.6,  0.258,
1180200409, 082200, 214810,   74.2,  0.276,
1180200408, 082200, 214656,  100.0,  0.219,
1180200407, 082200, 214529,  125.0,  0.298,
1180200406, 082200, 214327,  149.7,  0.136,
1180200405, 082200, 214156,  175.6,  0.093,
1190200416, 101800, 005953,    4.6,  0.260,
1190200415, 101800, 005843,   24.9,  0.274,
1190200410, 101800, 005704,   45.3,  0.265,
1190200409, 101800, 005603,   74.4,  0.188,
1190200408, 101800, 005453,   99.1,  0.217,
1190200407, 101800, 005353,  124.4,  0.158,
1190200406, 101800, 005253,  148.8,  0.114,
1190200405, 101800, 005143,  175.8,  0.070,
1200200519, 113000, 040611,    4.7,  0.383,
1200200517, 113000, 040427,   24.7,  0.305,
1200200515, 113000, 040257,   44.6,  0.284,
1200200513, 113000, 040057,   74.8,  0.285,
1200200511, 113000, 035911,  100.3,  0.281,
1200200510, 113000, 035743,  125.2,  0.183,
1200200508, 113000, 035452,  174.2,  0.094,
1200200507, 113000, 035326,  199.2,  0.077,
1210200617, 122000, 035534,    4.3,  0.253,
1210200616, 122000, 035352,   23.9,  0.253,
1210200615, 122000, 035219,   44.6,  0.273,
1210200614, 122000, 035040,   74.7,  0.253,
1210200613, 122000, 034859,   98.7,  0.256,
1210200612, 122000, 034731,  124.1,  0.198,
1210200611, 122000, 034424,  150.9,  0.122,
1210200610, 122000, 034242,  175.4,  0.105,
1210200609, 122000, 034107,  200.3,  0.085,
1220201015, 011701, 185631,    3.9,  0.249,
1220201014, 011701, 185532,   24.0,  0.246,
1220201013, 011701, 185432,   43.8,  0.298,
1220201012, 011701, 185332,   73.3,  0.268,
1220201011, 011701, 185227,  100.3,  0.236,
1220201010, 011701, 185132,  122.8,  0.204,
1220201009, 011701, 185027,  149.7,  0.133,
1220201008, 011701, 184932,  174.6,  0.118,
1220201007, 011701, 184832,  199.0,  0.087,
1230200418, 021501, 053329,   24.4,  0.249,
1230200417, 021501, 053230,   44.6,  0.251,
1230200415, 021501, 053109,   74.0,  0.223,
1230200414, 021501, 053004,   99.0,  0.214,
1230200413, 021501, 052849,  125.4,  0.122,
1230200412, 021501, 052739,  148.5,  0.100,
1230200409, 021501, 052604,  174.9,  0.106,
1230200407, 021501, 052435,  199.3,  0.056,
1240200419, 032101, 130658,   75.4,  0.250,
1240200719, 032101, 215045,    3.6,  0.258,
1240200716, 032101, 214915,   24.6,  0.256,
1240200714, 032101, 214739,   43.7,  0.259,
1240200712, 032101, 214614,   74.8,  0.268,
1240200710, 032101, 214454,   99.1,  0.233,
1240200709, 032101, 214340,  123.1,  0.241,
1240200708, 032101, 214244,  149.0,  0.109,
1240200707, 032101, 214144,  173.7,  0.101,
1240200706, 032101, 214040,  199.3,  0.081,
1250200314, 041701, 215121,    3.6,  0.239,
1250200313, 041701, 215010,   23.7,  0.234,
1250200312, 041701, 214903,   43.6,  0.235,
1250200311, 041701, 214745,   73.3,  0.199,
1250200310, 041701, 214630,   98.9,  0.239,
1250200309, 041701, 214514,  125.3,  0.238,
1250200308, 041701, 214347,  149.5,  0.203,
1250200307, 041701, 214239,  173.3,  0.130,
1250200306, 041701, 214124,  198.0,  0.097,
1260200424, 051701, 002710,    4.8,  0.298,
1260200421, 051701, 002455,   24.1,  0.300,
1260200418, 051701, 002305,   44.7,  0.415,
1260200410, 051701, 001710,   99.5,  0.229,
1260200409, 051701, 001545,  124.2,  0.226,
1260200408, 051701, 001426,  149.4,  0.144,
1260200407, 051701, 001315,  175.6,  0.091,
1260200406, 051701, 001205,  200.3,  0.066,
1270200517, 061401, 035359,    3.7,  0.262,
1270200513, 061401, 035203,   23.3,  0.246,
1270200512, 061401, 035043,   44.4,  0.274,
1270200511, 061401, 034914,   73.4,  0.264,
1270200510, 061401, 034756,   98.6,  0.238,
1270200509, 061401, 034633,  124.6,  0.195,
1270200508, 061401, 034507,  147.9,  0.148,
1270200507, 061401, 034345,  174.0,  0.097,
1270200506, 061401, 034216,  198.8,  0.066,
1280200418, 071101, 035026,    4.0,  0.263,
1280200416, 071101, 034911,   24.9,  0.264,
1280200414, 071101, 034756,   44.0,  0.274,
1280200412, 071101, 034626,   74.2,  0.235,
1280200410, 071101, 034500,   98.8,  0.252,
1280200409, 071101, 034355,  124.3,  0.168,
1280200408, 071101, 034245,  149.5,  0.114,
1280200407, 071101, 034121,  174.3,  0.092,
1280200406, 071101, 033957,  199.5,  0.084,
1290201314, 080901, 004532,    4.6,  0.231,
1290201313, 080901, 004412,   25.1,  0.303,
1290201312, 080901, 004304,   44.3,  0.304,
1290201311, 080901, 004141,   74.5,  0.277,
1290201310, 080901, 004026,   99.2,  0.255,
1290201309, 080901, 003909,  124.0,  0.181,
1290201308, 080901, 003802,  149.7,  0.108,
1290201307, 080901, 003700,  174.7,  0.082,
1290201306, 080901, 003547,  199.6,  0.075,
1300200414, 100201, 004646,    4.7,  0.294,
1300200413, 100201, 004536,   25.1,  0.300,
1300200412, 100201, 004436,   44.9,  0.284,
1300200411, 100201, 004326,   75.9,  0.263,
1300200410, 100201, 004221,  100.0,  0.267,
1300200409, 100201, 004121,  125.1,  0.176,
1300200408, 100201, 004006,  149.6,  0.123,
1300200407, 100201, 003906,  174.3,  0.103,
1300200406, 100201, 003751,  200.8,  0.079,
1310200514, 102301, 040431,    5.0,  0.403,
1310200513, 102301, 040246,   26.5,  0.410,
1310200512, 102301, 040116,   45.4,  0.382,
1310200511, 102301, 035931,   75.5,  0.289,
1310200510, 102301, 035801,  100.1,  0.242,
1310200509, 102301, 035616,  124.7,  0.126,
1310200508, 102301, 035421,  150.1,  0.093,
1310200507, 102301, 034901,  174.3,  0.079,
1310200506, 102301, 034716,  201.7,  0.049,
1320200514, 111701, 035320,    3.9,  0.313,
1320200513, 111701, 035151,   24.2,  0.285,
1320200512, 111701, 035031,   43.6,  0.280,
1320200511, 111701, 034901,   74.1,  0.301,
1320200510, 111701, 034731,   98.9,  0.267,
1320200509, 111701, 034601,  125.2,  0.182,
1320200508, 111701, 034406,  150.9,  0.113,
1320200507, 111701, 034246,  172.4,  0.095,
1320200506, 111701, 034116,  199.3,  0.084,
1330200222, 121501, 092610,    4.3,  0.266,
1330200220, 121501, 092425,   26.2,  0.265,
1330200219, 121501, 092300,   44.6,  0.259,
1330200218, 121501, 092125,   75.7,  0.268,
1330200217, 121501, 091945,   99.7,  0.270,
1330200215, 121501, 091755,  125.7,  0.110,
1330200213, 121501, 091611,  149.1,  0.086,
1330200211, 121501, 091411,  176.3,  0.072,
1330200209, 121501, 091225,  199.5,  0.065,
1340200514, 011602, 035049,    4.9,  0.276,
1340200513, 011602, 034854,   23.7,  0.258,
1340200512, 011602, 034727,   45.0,  0.266,
1340200511, 011602, 034529,   74.3,  0.288,
1340200510, 011602, 034349,   98.6,  0.260,
1340200509, 011602, 034239,  125.7,  0.252,
1340200508, 011602, 034119,  150.3,  0.186,
1340200507, 011602, 034004,  173.6,  0.127,
1340200506, 011602, 033834,  199.0,  0.091,
1350200518, 022102, 035446,    4.5,  0.240,
1350200516, 022102, 035311,   24.5,  0.258,
1350200515, 022102, 035206,   44.2,  0.238,
1350200513, 022102, 035006,   75.8,  0.227,
1350200511, 022102, 034815,   98.9,  0.228,
1350200510, 022102, 034651,  123.8,  0.141,
1350200508, 022102, 034501,  149.2,  0.100,
1350200507, 022102, 034326,  175.4,  0.080,
1350200506, 022102, 034151,  198.1,  0.078,
1360200615, 031302, 034957,    4.6,  0.260,
1360200614, 031302, 034828,   24.6,  0.266,
1360200613, 031302, 034815,   44.5,  0.257,
1360200612, 031302, 034811,   74.8,  0.263,
1360200610, 031302, 034519,   99.8,  0.235,
1360200609, 031302, 034353,  124.3,  0.207,
1360200608, 031302, 034225,  148.5,  0.155,
1360200607, 031302, 034034,  173.9,  0.100,
1360200606, 031302, 033739,  199.5,  0.078,
1370200515, 052102, 035456,    4.3,  0.273,
1370200514, 052102, 035332,   25.2,  0.271,
1370200513, 052102, 035211,   44.9,  0.310,
1370200512, 052102, 035036,   75.1,  0.274,
1370200510, 052102, 034751,  124.3,  0.239,
1370200509, 052102, 034626,  150.5,  0.113,
1370200507, 052102, 034432,  174.2,  0.092,
1370200506, 052102, 034246,  200.7,  0.065,
1380200321, 062902, 215038,    4.4,  0.268,
1380200317, 062902, 214848,   24.0,  0.274,
1380200315, 062902, 214718,   44.3,  0.307,
1380200314, 062902, 214559,   74.0,  0.322,
1380200313, 062902, 214438,   99.4,  0.261,
1380200311, 062902, 214313,  123.8,  0.212,
1380200309, 062902, 214143,  149.4,  0.128,
1380200307, 062902, 214018,  174.6,  0.098,
1380200306, 062902, 213902,  199.4,  0.082,
1390200516, 082802, 041610,    5.0,  0.305,
1390200514, 082802, 041435,   24.2,  0.296,
1390200513, 082802, 041255,   45.6,  0.294,
1390200511, 082802, 041025,   74.5,  0.313,
1390200510, 082802, 040835,  100.4,  0.272,
1390200509, 082802, 040645,  123.0,  0.249,
1390200508, 082802, 040415,  149.6,  0.159,
1390200507, 082802, 040151,  174.8,  0.111,
1390200506, 082802, 040010,  201.1,  0.111,
1400200516, 100702, 041006,    5.3,  0.345,
1400200515, 100702, 040801,   25.7,  0.348,
1400200514, 100702, 040601,   44.9,  0.401,
1400200513, 100702, 040317,   75.2,  0.289,
1400200510, 100702, 035842,  101.0,  0.301,
1400200509, 100702, 035611,  126.1,  0.251,
1400200508, 100702, 035411,  151.3,  0.124,
1400200507, 100702, 035206,  177.0,  0.119,
1400200506, 100702, 034937,  203.6,  0.098,
1410200514, 110402, 035144,    4.9,  0.206,
1410200513, 110402, 035029,   24.6,  0.294,
1410200512, 110402, 034930,   44.6,  0.312,
1410200511, 110402, 034819,   75.1,  0.327,
1410200510, 110402, 034719,   99.9,  0.256,
1410200509, 110402, 034619,  125.3,  0.215,
1410200508, 110402, 034519,  150.0,  0.134,
1410200507, 110402, 034419,  175.3,  0.104,
1410200506, 110402, 034319,  199.4,  0.117,
1420200514, 112502, 035622,    4.0,  0.265,
1420200513, 112502, 035452,   24.8,  0.303,
1420200512, 112502, 035316,   44.9,  0.284,
1420200511, 112502, 035112,   74.1,  0.287,
1420200510, 112502, 034931,   99.4,  0.252,
1420200509, 112502, 034737,  124.8,  0.152,
1420200508, 112502, 034601,  149.9,  0.108,
1420200507, 112502, 034421,  174.3,  0.091,
1420200506, 112502, 034231,  199.4,  0.087,
1430200514, 121902, 035116,    4.9,  0.280,
1430200513, 121902, 034951,   24.7,  0.257,
1430200512, 121902, 034821,   43.8,  0.285,
1430200511, 121902, 034656,   76.1,  0.269,
1430200510, 121902, 034536,  100.3,  0.272,
1430200509, 121902, 034416,  124.4,  0.242,
1430200508, 121902, 034301,  150.1,  0.124,
1430200507, 121902, 034136,  174.9,  0.099,
1430200506, 121902, 034011,  199.5,  0.087,
1440200415, 011703, 034929,    4.4,  0.275,
1440200414, 011703, 034824,   25.0,  0.288,
1440200413, 011703, 034724,   43.3,  0.286,
1440200412, 011703, 034614,   73.7,  0.281,
1440200411, 011703, 034459,  101.0,  0.266,
1440200410, 011703, 034344,  125.6,  0.156,
1440200408, 011703, 034229,  147.9,  0.112,
1440200407, 011703, 034114,  174.2,  0.090,
1440200406, 011703, 033959,  199.5,  0.087,
1450200516, 022603, 040514,    4.8,  0.255,
1450200515, 022603, 040344,   24.0,  0.258,
1450200513, 022603, 040119,   45.0,  0.279,
1450200512, 022603, 035945,   73.5,  0.233,
1450200511, 022603, 035809,   98.7,  0.282,
1450200509, 022603, 035414,  125.6,  0.211,
1450200508, 022603, 035214,  148.3,  0.119,
1450200507, 022603, 035040,  173.1,  0.102,
1450200506, 022603, 034904,  199.0,  0.093,
1460200514, 032903, 040920,    8.9,  0.311,
1460200513, 032903, 040741,   25.4,  0.306,
1460200512, 032903, 040540,   44.2,  0.303,
1460200511, 032903, 040341,   74.9,  0.289,
1460200510, 032903, 040125,   99.9,  0.245,
1460200509, 032903, 035855,  123.6,  0.247,
1460200508, 032903, 035642,  148.8,  0.162,
1460200507, 032903, 035441,  175.4,  0.121,
1460200506, 032903, 035256,  200.8,  0.090,
1470200514, 042403, 035828,    4.1,  0.275,
1470200513, 042403, 035707,   24.9,  0.264,
1470200512, 042403, 035558,   44.1,  0.327,
1470200511, 042403, 035417,   74.8,  0.326,
1470200510, 042403, 035237,   99.4,  0.288,
1470200509, 042403, 035127,  124.2,  0.339,
1470200508, 042403, 034957,  148.6,  0.190,
1470200507, 042403, 034837,  173.5,  0.131,
1470200506, 042403, 034713,  199.0,  0.096,
1480200514, 052103, 035504,    4.2,  0.254,
1480200513, 052103, 035329,   24.3,  0.262,
1480200512, 052103, 035159,   43.9,  0.296,
1480200511, 052103, 035029,   74.2,  0.290,
1480200509, 052103, 034724,  124.9,  0.251,
1480200508, 052103, 034544,  149.8,  0.227,
1480200507, 052103, 034419,  174.7,  0.122,
1480200506, 052103, 034239,  199.5,  0.099,
1490200514, 061903, 035700,    5.0,  0.325,
1490200513, 061903, 035545,   25.0,  0.272,
1490200512, 061903, 035430,   45.0,  0.278,
1490200511, 061903, 035320,   74.3,  0.256,
1490200510, 061903, 035215,   99.8,  0.252,
1490200509, 061903, 035100,  125.1,  0.253,
1490200508, 061903, 034945,  149.6,  0.237,
1490200507, 061903, 034830,  174.9,  0.092,
1490200506, 061903, 034715,  199.6,  0.099,
1500200514, 072003, 035037,    4.4,  0.297,
1500200513, 072003, 034937,   24.3,  0.279,
1500200512, 072003, 034838,   44.2,  0.329,
1500200511, 072003, 034722,   74.3,  0.331,
1500200510, 072003, 034622,   99.2,  0.298,
1500200509, 072003, 034507,  124.1,  0.253,
1500200508, 072003, 034407,  149.6,  0.125,
1500200507, 072003, 034252,  175.9,  0.081,
1500200506, 072003, 034137,  201.2,  0.083,
1510200517, 082103, 035547,    4.9,  0.298,
1510200516, 082103, 035436,   24.4,  0.319,
1510200515, 082103, 035321,   44.4,  0.346,
1510200514, 082103, 035151,   74.2,  0.359,
1510200510, 082103, 034907,  100.2,  0.330,
1510200509, 082103, 034717,  124.3,  0.223,
1510200508, 082103, 034611,  149.6,  0.142,
1510200507, 082103, 034501,  175.0,  0.121,
1510200506, 082103, 034354,  200.2,  0.107,
1520200514, 101503, 041900,    4.3,  0.333,
1520200513, 101503, 041725,   23.7,  0.374,
1520200512, 101503, 041600,   44.4,  0.326,
1520200511, 101503, 041420,   75.0,  0.374,
1520200510, 101503, 041300,   99.4,  0.292,
1520200509, 101503, 041135,  125.1,  0.194,
1520200508, 101503, 041010,  150.6,  0.124,
1520200507, 101503, 040835,  175.5,  0.093,
1520200506, 101503, 040705,  199.1,  0.084,
1530200514, 111003, 040250,    5.3,  0.278,
1530200513, 111003, 040100,   25.7,  0.281,
1530200512, 111003, 035830,   45.7,  0.285,
1530200511, 111003, 035550,   76.8,  0.252,
1530200510, 111003, 035335,  101.2,  0.274,
1530200509, 111003, 035150,  125.3,  0.197,
1530200508, 111003, 034945,  150.2,  0.150,
1530200507, 111003, 034805,  174.4,  0.115,
1530200506, 111003, 034620,  201.9,  0.134,
1540200414, 122003, 040311,    4.4,  0.325,
1540200413, 122003, 040239,   23.1,  0.267,
1540200412, 122003, 040039,   45.0,  0.271,
1540200411, 122003, 035823,   75.0,  0.257,
1540200410, 122003, 035637,   99.0,  0.236,
1540200409, 122003, 035449,  124.7,  0.138,
1540200408, 122003, 035309,  148.8,  0.096,
1540200407, 122003, 035140,  167.3,  0.079,
1540200406, 122003, 034945,  198.4,  0.073,
1550200514, 012204, 035701,    4.4,  0.259,
1550200513, 012204, 035545,   23.5,  0.221,
1550200512, 012204, 035430,   43.6,  0.293,
1550200511, 012204, 035305,   73.3,  0.272,
1550200510, 012204, 035140,   99.6,  0.275,
1550200509, 012204, 035025,  123.5,  0.224,
1550200508, 012204, 034900,  148.7,  0.131,
1550200507, 012204, 034745,  173.7,  0.096,
1550200506, 012204, 034620,  197.3,  0.079,
1560200514, 022504, 034517,    4.0,  0.253,
1560200513, 022504, 034411,   23.8,  0.241,
1560200512, 022504, 034307,   44.1,  0.216,
1560200511, 022504, 034156,   74.5,  0.261,
1560200510, 022504, 034051,   99.5,  0.258,
1560200509, 022504, 033936,  125.0,  0.205,
1560200508, 022504, 033831,  147.2,  0.114,
1560200507, 022504, 033721,  173.9,  0.087,
1560200506, 022504, 033611,  199.5,  0.075,
1570200514, 032004, 041051,    3.3,  0.250,
1570200513, 032004, 040906,   25.1,  0.226,
1570200512, 032004, 040732,   43.4,  0.267,
1570200511, 032004, 040537,   76.0,  0.237,
1570200510, 032004, 040341,   99.9,  0.257,
1570200509, 032004, 040201,  124.7,  0.222,
1570200508, 032004, 040016,  148.4,  0.182,
1570200507, 032004, 035836,  173.7,  0.109,
1570200506, 032004, 035642,  199.8,  0.085,
1580200514, 042104, 040221,    4.1,  0.318,
1580200513, 042104, 040041,   24.4,  0.377,
1580200512, 042104, 035907,   44.4,  0.343,
1580200511, 042104, 035721,   74.4,  0.303,
1580200510, 042104, 035541,   99.4,  0.332,
1580200509, 042104, 035411,  124.5,  0.297,
1580200508, 042104, 035241,  148.7,  0.245,
1580200507, 042104, 035112,  174.6,  0.143,
1580200506, 042104, 034912,  198.7,  0.135,
1590200514, 051904, 035102,    4.1,  0.374,
1590200513, 051904, 034942,   23.9,  0.429,
1590200512, 051904, 034843,   43.7,  0.378,
1590200511, 051904, 034658,   73.9,  0.364,
1590200510, 051904, 034523,   98.9,  0.335,
1590200509, 051904, 034358,  124.4,  0.318,
1590200508, 051904, 034233,  150.8,  0.162,
1590200507, 051904, 034123,  174.7,  0.151,
1590200506, 051904, 034003,  200.2,  0.115,
1600200614, 061604, 034718,    4.1,  0.360,
1600200613, 061604, 034557,   24.5,  0.366,
1600200612, 061604, 034453,   43.5,  0.519,
1600200611, 061604, 034342,   73.7,  0.326,
1600200610, 061604, 034222,   99.1,  0.287,
1600200609, 061604, 034122,  123.9,  0.290,
1600200608, 061604, 034012,  149.2,  0.167,
1600200607, 061604, 033912,  174.3,  0.141,
1610200423, 071404, 015234,    4.9,  0.435,
1610200420, 071404, 015043,   24.8,  0.467,
1610200417, 071404, 014834,   43.1,  0.333,
1610200414, 071404, 014653,   74.9,  0.283,
1610200411, 071404, 014503,   99.8,  0.264,
1610200408, 071404, 014304,  125.8,  0.258,
1610200405, 071404, 014113,  149.3,  0.188,
1610200402, 071404, 013913,  174.6,  0.127,
1620200619, 081604, 035832,    4.5,  0.374,
1620200617, 081604, 035520,   45.0,  0.497,
1620200616, 081604, 035335,   75.0,  0.271,
1620200615, 081604, 035157,   99.5,  0.306,
1620200609, 081604, 034852,  123.8,  0.237,
1620200608, 081604, 034622,  150.6,  0.155,
1620200607, 081604, 034437,  174.9,  0.110,
1620200606, 081604, 034253,  200.7,  0.082,
1630200619, 092904, 034951,    5.1,  0.288,
1630200618, 092904, 034840,   25.0,  0.286,
1630200617, 092904, 034710,   44.0,  0.298,
1630200616, 092904, 034550,   75.1,  0.301,
1630200615, 092904, 034420,   99.9,  0.303,
1630200609, 092904, 034210,  124.3,  0.248,
1630200608, 092904, 034050,  149.2,  0.175,
1630200607, 092904, 033930,  174.7,  0.125,
1630200606, 092904, 033815,  200.4,  0.102,
1640200514, 103104, 035051,    4.9,  0.291,
1640200513, 103104, 034903,   25.8,  0.310,
1640200512, 103104, 034742,   45.5,  0.349,
1640200510, 103104, 034522,   98.5,  0.313,
1640200509, 103104, 034408,  124.9,  0.193,
1640200508, 103104, 034246,  150.1,  0.134,
1640200507, 103104, 034121,  176.3,  0.101,
1640200506, 103104, 034009,  200.8,  0.081,
1650201217, 112804, 215356,    5.0,  0.260,
1650201215, 112804, 215226,   24.8,  0.260,
1650201213, 112804, 215106,   45.1,  0.262,
1650201211, 112804, 214936,   75.2,  0.297,
1650201210, 112804, 214816,  100.1,  0.185,
1650201209, 112804, 214656,  124.6,  0.150,
1650201208, 112804, 214545,  150.7,  0.097,
1650201207, 112804, 214430,  175.0,  0.076,
1650201206, 112804, 214317,  199.8,  0.080,
1660201317, 122104, 215111,    4.0,  0.348,
1660201315, 122104, 214951,   24.5,  0.350,
1660201313, 122104, 214826,   44.9,  0.339,
1660201311, 122104, 214652,   75.3,  0.329,
1660201310, 122104, 214532,   97.8,  0.267,
1660201309, 122104, 214411,  123.8,  0.226,
1660201308, 122104, 214251,  149.8,  0.114,
1660201307, 122104, 214131,  175.2,  0.121,
1660201306, 122104, 214013,  201.7,  0.098,
1670201114, 020205, 201015,    4.8,  0.308,
1670201113, 020205, 200851,   25.2,  0.319,
1670201112, 020205, 200710,   44.9,  0.336,
1670201111, 020205, 200536,   73.7,  0.332,
1670201110, 020205, 200355,  101.6,  0.321,
1670201109, 020205, 200231,  123.6,  0.238,
1670201108, 020205, 200115,  149.0,  0.141,
1670201107, 020205, 200001,  175.2,  0.115,
1670201106, 020205, 195831,  200.0,  0.102,
1680201114, 030505, 190404,    5.1,  0.329,
1680201113, 030505, 190225,   25.3,  0.306,
1680201112, 030505, 190055,   44.6,  0.288,
1680201111, 030505, 185915,   73.5,  0.320,
1680201110, 030505, 185655,  100.0,  0.377,
1680201109, 030505, 185525,  125.2,  0.223,
1680201108, 030505, 185355,  150.7,  0.116,
1680201107, 030505, 185235,  173.0,  0.101,
1680201106, 030505, 184840,  199.4,  0.081,
1690200719, 051805, 161020,    7.4,  0.314,
1690200718, 051805, 160744,   24.8,  0.326,
1690200717, 051805, 160634,   45.5,  0.400,
1690200716, 051805, 160519,   75.1,  0.336,
1690200715, 051805, 160359,  100.5,  0.293,
1690200714, 051805, 160239,  124.6,  0.250,
1690200713, 051805, 160129,  148.9,  0.184,
1690200712, 051805, 160014,  174.2,  0.143,
1690200710, 051805, 155849,  199.6,  0.107,
1700201223, 061605, 010206,   12.0,  0.289,
1700201222, 061605, 010037,   24.3,  0.301,
1700201221, 061605, 005902,   45.2,  0.352,
1700201220, 061605, 005716,   73.7,  0.333,
1700201219, 061605, 005534,  100.0,  0.335,
1700201218, 061605, 005327,  124.2,  0.344,
1700201217, 061605, 005146,  150.0,  0.172,
1700201216, 061605, 004921,  174.3,  0.137,
1700201215, 061605, 004737,  199.5,  0.110,
1710201423, 071805, 013455,    4.9,  0.323,
1710201421, 071805, 013334,   25.3,  0.338,
1710201414, 071805, 013007,   45.5,  0.334,
1710201412, 071805, 012824,   74.5,  0.327,
1710201411, 071805, 012654,  100.3,  0.292,
1710201410, 071805, 012524,  125.0,  0.289,
1710201409, 071805, 012359,  150.3,  0.203,
1710201408, 071805, 012229,  174.7,  0.127,
1710201407, 071805, 012105,  200.5,  0.107,
1720201319, 081505, 012545,    4.8,  0.259,
1720201317, 081505, 012336,   24.5,  0.241,
1720201314, 081505, 012152,   45.1,  0.273,
1720201312, 081505, 011953,   74.3,  0.293,
1720201311, 081505, 011838,   99.9,  0.271,
1720201309, 081505, 011708,  124.5,  0.288,
1720201308, 081505, 011546,  150.5,  0.184,
1720201307, 081505, 011402,  175.5,  0.123,
1720201306, 081505, 011226,  199.4,  0.104,
1730201320, 091105, 005245,    9.9,  0.425,
1730201318, 091105, 005110,   24.1,  0.446,
1730201316, 091105, 004955,   44.9,  0.491,
1730201314, 091105, 004835,   73.3,  0.379,
1730201312, 091105, 004715,  100.6,  0.292,
1730201310, 091105, 004555,  124.7,  0.239,
1730201308, 091105, 004435,  149.1,  0.179,
1730201307, 091105, 004315,  174.4,  0.130,
