botid, date, time, press, chl, 
#, mmddyy, hhmmss, dbar, ug/l, 
2060201422, 120208, 070346,    5.0,   0.16,
2060201419, 120208, 070046,   25.2,   0.14,
2060201417, 120208, 065856,   45.2,   0.19,
2060201416, 120208, 065722,   59.1,   0.24,
2060201414, 120208, 065531,   75.1,   0.27,
2060201413, 120208, 065407,   85.8,   0.37,
2060201411, 120208, 065222,  100.2,   0.36,
2060201410, 120208, 065056,  114.5,   0.26,
2060201408, 120208, 064921,  124.2,   0.14,
2060201407, 120208, 064756,  134.6,   0.12,
2060201405, 120208, 064616,  149.1,   0.07,
2060201403, 120208, 064436,  174.9,   0.03,
2080200224, 012009, 133001,    6.3,   0.13,
2080200223, 012009, 132954,    6.3,   0.13,
2080200222, 012009, 132948,    6.6,   0.12,
2080200220, 012009, 132636,   24.6,   0.13,
2080200219, 012009, 132629,   24.7,   0.13,
2080200218, 012009, 132623,   24.6,   0.12,
2080200217, 012009, 132446,   45.2,   0.14,
2080200216, 012009, 132439,   45.4,   0.13,
2080200215, 012009, 132432,   45.3,   0.14,
2080200214, 012009, 132257,   74.5,   0.26,
2080200213, 012009, 132251,   74.2,   0.29,
2080200212, 012009, 132244,   74.4,   0.25,
2080200211, 012009, 132101,   99.9,   0.25,
2080200210, 012009, 132054,  100.0,   0.23,
2080200209, 012009, 132047,   99.6,   0.26,
2080200207, 012009, 131855,  125.1,   0.17,
2080200206, 012009, 131849,  125.4,   0.19,
2080200205, 012009, 131842,  125.3,   0.20,
2080200204, 012009, 131707,  150.4,   0.12,
2080200203, 012009, 131532,  175.0,   0.02,
2080201422, 012209, 090336,    5.2,   0.15,
2080201419, 012209, 085915,   24.5,   0.15,
2080201417, 012209, 085655,   45.6,   0.15,
2080201416, 012209, 085420,   59.1,   0.15,
2080201414, 012209, 085220,   73.5,   0.14,
2080201413, 012209, 085020,   84.7,   0.20,
2080201411, 012209, 084810,  100.9,   0.32,
2080201410, 012209, 084610,  115.1,   0.35,
2080201408, 012209, 084355,  125.2,   0.17,
2080201407, 012209, 084215,  135.1,   0.16,
2080201405, 012209, 084016,  149.6,   0.06,
2080201403, 012209, 083755,  174.9,   0.03,
2090200224, 021709, 130247,    6.9,   0.08,
2090200223, 021709, 130237,    6.6,   0.08,
2090200222, 021709, 130227,    6.7,   0.08,
2090200220, 021709, 130007,   25.2,   0.08,
2090200219, 021709, 125957,   25.4,   0.08,
2090200218, 021709, 125947,   24.8,   0.08,
2090200217, 021709, 125817,   45.7,   0.08,
2090200216, 021709, 125807,   45.4,   0.09,
2090200215, 021709, 125757,   45.4,   0.08,
2090200214, 021709, 125617,   74.6,   0.12,
2090200213, 021709, 125607,   74.4,   0.12,
2090200212, 021709, 125557,   74.9,   0.11,
2090200211, 021709, 125427,   99.6,   0.20,
2090200210, 021709, 125417,  100.0,   0.20,
2090200209, 021709, 125407,  100.0,   0.17,
2090200207, 021709, 125200,  126.1,   0.13,
2090200206, 021709, 125153,  125.8,   0.16,
2090200205, 021709, 125147,  126.0,   0.12,
2090200204, 021709, 125037,  150.0,   0.04,
2090200203, 021709, 124927,  173.9,   0.02,
2090201523, 021909, 072915,    5.9,   0.09,
2090201520, 021909, 072445,   24.9,   0.09,
2090201518, 021909, 072225,   44.3,   0.12,
2090201517, 021909, 072016,   60.7,   0.14,
2090201515, 021909, 071812,   75.3,   0.12,
2090201514, 021909, 071626,   84.6,   0.19,
2090201512, 021909, 071410,  100.2,   0.26,
2090201511, 021909, 071211,  114.5,   0.15,
2090201508, 021909, 071022,  124.3,   0.09,
2090201507, 021909, 070847,  136.0,   0.07,
2090201505, 021909, 070647,  150.2,   0.06,
2090201503, 021909, 070427,  174.8,   0.03,
2100200224, 042809, 123049,    5.0,   0.06,
2100200223, 042809, 123037,    5.0,   0.06,
2100200222, 042809, 123028,    5.0,   0.06,
2100200218, 042809, 122742,   25.0,   0.07,
2100200217, 042809, 122520,   44.7,   0.08,
2100200216, 042809, 122508,   44.7,   0.08,
2100200215, 042809, 122457,   44.7,   0.08,
2100200214, 042809, 122203,   74.9,   0.10,
2100200213, 042809, 122153,   75.0,   0.10,
2100200212, 042809, 122144,   75.0,   0.10,
2100200211, 042809, 121948,   99.8,   0.28,
2100200210, 042809, 121937,   99.8,   0.25,
2100200209, 042809, 121927,   99.8,   0.27,
2100200207, 042809, 121647,  125.1,   0.15,
2100200206, 042809, 121638,  125.0,   0.14,
2100200205, 042809, 121630,  125.1,   0.15,
2100200204, 042809, 121412,  150.1,   0.06,
2100200203, 042809, 121217,  175.2,   0.02,
2100201522, 043009, 070206,    5.0,   0.06,
2100201520, 043009, 070027,   24.7,   0.07,
2100201518, 043009, 065856,   44.7,   0.07,
2100201517, 043009, 065736,   59.7,   0.07,
2100201515, 043009, 065626,   75.0,   0.07,
2100201514, 043009, 065526,   85.0,   0.09,
2100201512, 043009, 065406,   99.4,   0.13,
2100201511, 043009, 065256,  114.5,   0.17,
2100201508, 043009, 065057,  124.2,   0.22,
2100201507, 043009, 064936,  134.9,   0.19,
2100201505, 043009, 064807,  150.0,   0.12,
2100201503, 043009, 064616,  174.8,   0.08,
2110200122, 052709, 134046,    7.3,   0.06,
2110200121, 052709, 134040,    7.2,   0.06,
2110200120, 052709, 134033,    7.2,   0.07,
2110200119, 052709, 133923,   27.2,   0.07,
2110200118, 052709, 133916,   27.3,   0.07,
2110200117, 052709, 133909,   27.1,   0.07,
2110200116, 052709, 133807,   46.7,   0.10,
2110200115, 052709, 133800,   46.9,   0.09,
2110200114, 052709, 133754,   47.0,   0.08,
2110200113, 052709, 133602,   76.8,   0.13,
2110200112, 052709, 133555,   76.8,   0.14,
2110200111, 052709, 133548,   76.9,   0.13,
2110200110, 052709, 133413,  101.8,   0.24,
2110200109, 052709, 133406,  101.8,   0.23,
2110200108, 052709, 133400,  101.9,   0.25,
2110200107, 052709, 133243,  126.8,   0.21,
2110200106, 052709, 133236,  126.8,   0.19,
2110200105, 052709, 133228,  126.7,   0.19,
2110200104, 052709, 132928,  151.7,   0.10,
2110200103, 052709, 132823,  176.8,   0.06,
2110201521, 052909, 070755,    5.3,   0.06,
2110201519, 052909, 070604,   24.9,   0.05,
2110201517, 052909, 070424,   45.3,   0.08,
2110201516, 052909, 070305,   60.1,   0.11,
2110201514, 052909, 070134,   75.0,   0.13,
2110201513, 052909, 070016,   85.3,   0.16,
2110201511, 052909, 065844,  100.1,   0.21,
2110201510, 052909, 065714,  115.0,   0.28,
2110201508, 052909, 065544,  125.1,   0.24,
2110201507, 052909, 065424,  135.2,   0.19,
2110201505, 052909, 065245,  150.6,   0.17,
2110201503, 052909, 065025,  176.2,   0.09,
2120200224, 070309, 130905,    7.9,   0.05,
2120200223, 070309, 130858,    8.0,   0.05,
2120200222, 070309, 130851,    8.2,   0.05,
2120200220, 070309, 130538,   25.3,   0.05,
2120200219, 070309, 130531,   25.1,   0.06,
2120200218, 070309, 130401,   44.6,   0.06,
2120200217, 070309, 130354,   44.6,   0.07,
2120200216, 070309, 130347,   44.7,   0.07,
2120200215, 070309, 130154,   74.4,   0.15,
2120200214, 070309, 130147,   74.4,   0.16,
2120200213, 070309, 130140,   74.4,   0.15,
2120200212, 070309, 125926,  100.2,   0.20,
2120200211, 070309, 125916,  100.3,   0.18,
2120200210, 070309, 125906,  100.1,   0.20,
2120200209, 070309, 125607,  125.8,   0.21,
2120200208, 070309, 125556,  125.9,   0.21,
2120200207, 070309, 125547,  125.9,   0.23,
2120200204, 070309, 125221,  150.1,   0.11,
2120200203, 070309, 124959,  175.3,   0.07,
2120201623, 070509, 065801,    4.9,   0.06,
2120201621, 070509, 065431,   24.5,   0.06,
2120201619, 070509, 065311,   44.4,   0.08,
2120201618, 070509, 065211,   59.6,   0.12,
2120201616, 070509, 065051,   74.1,   0.12,
2120201615, 070509, 064951,   84.8,   0.16,
2120201613, 070509, 064831,   98.8,   0.17,
2120201612, 070509, 064731,  113.9,   0.18,
2120201610, 070509, 064621,  124.4,   0.18,
2120201609, 070509, 064511,  134.5,   0.13,
2120201607, 070509, 064351,  149.6,   0.07,
2120201605, 070509, 064221,  173.7,   0.03,
2130200221, 072409, 132516,    7.5,   0.06,
2130200220, 072409, 132508,    7.6,   0.06,
2130200219, 072409, 132153,   25.0,   0.06,
2130200218, 072409, 132146,   25.0,   0.06,
2130200217, 072409, 132139,   24.9,   0.06,
2130200216, 072409, 131957,   45.1,   0.08,
2130200215, 072409, 131950,   45.1,   0.08,
2130200214, 072409, 131943,   45.1,   0.10,
2130200213, 072409, 131747,   75.6,   0.14,
2130200212, 072409, 131740,   75.6,   0.14,
2130200211, 072409, 131734,   75.4,   0.13,
2130200210, 072409, 131551,  100.1,   0.21,
2130200209, 072409, 131545,   99.7,   0.20,
2130200208, 072409, 131538,   99.9,   0.20,
2130200207, 072409, 131401,  124.8,   0.12,
2130200206, 072409, 131355,  124.8,   0.13,
2130200205, 072409, 131348,  124.9,   0.13,
2130200202, 072409, 131138,  150.2,   0.04,
2130200201, 072409, 131003,  175.3,   0.02,
2130201322, 072609, 131615,    8.0,   0.07,
2130201320, 072609, 131336,   25.3,   0.07,
2130201318, 072609, 131050,   45.5,   0.09,
2130201317, 072609, 130924,   60.5,   0.10,
2130201315, 072609, 130744,   75.2,   0.18,
2130201314, 072609, 130624,   85.1,   0.21,
2130201312, 072609, 130451,  100.5,   0.21,
2130201311, 072609, 130257,  115.6,   0.10,
2130201309, 072609, 130134,  125.7,   0.05,
2130201308, 072609, 125954,  135.1,   0.04,
2130201306, 072609, 125729,  149.6,   0.04,
2130201304, 072609, 125534,  175.2,   0.02,
2140200222, 081809, 130741,    8.2,   0.10,
2140200221, 081809, 130734,    8.2,   0.09,
2140200220, 081809, 130728,    8.3,   0.09,
2140200219, 081809, 130353,   24.6,   0.09,
2140200218, 081809, 130341,   24.6,   0.09,
2140200217, 081809, 130328,   24.5,   0.09,
2140200216, 081809, 130110,   45.9,   0.14,
2140200215, 081809, 130104,   46.1,   0.14,
2140200214, 081809, 130057,   46.1,   0.15,
2140200213, 081809, 125841,   75.0,   0.26,
2140200212, 081809, 125834,   75.0,   0.25,
2140200211, 081809, 125828,   75.0,   0.27,
2140200210, 081809, 125627,  100.5,   0.29,
2140200209, 081809, 125620,  100.6,   0.31,
2140200208, 081809, 125612,  100.7,   0.30,
2140200207, 081809, 125352,  124.8,   0.17,
2140200206, 081809, 125345,  124.5,   0.19,
2140200205, 081809, 125339,  124.4,   0.16,
2140200204, 081809, 125053,  151.3,   0.09,
2140200203, 081809, 124834,  176.0,   0.04,
2140201521, 082009, 071915,    6.5,   0.07,
2140201519, 082009, 071454,   24.4,   0.08,
2140201517, 082009, 071250,   44.0,   0.10,
2140201516, 082009, 071129,   60.9,   0.15,
2140201514, 082009, 070900,   74.5,   0.17,
2140201513, 082009, 070746,   85.0,   0.21,
2140201511, 082009, 070607,  100.3,   0.25,
2140201510, 082009, 070449,  115.2,   0.23,
2140201508, 082009, 070314,  124.7,   0.14,
2140201507, 082009, 070150,  136.2,   0.09,
2140201505, 082009, 065939,  149.8,   0.05,
2140201503, 082009, 065629,  174.6,   0.03,
2150200220, 092409, 135009,    5.3,   0.06,
2150200219, 092409, 134959,    5.4,   0.07,
2150200218, 092409, 134950,    5.4,   0.06,
2150200217, 092409, 134805,   25.1,   0.06,
2150200216, 092409, 134756,   25.0,   0.06,
2150200215, 092409, 134744,   25.1,   0.06,
2150200214, 092409, 134533,   44.6,   0.07,
2150200213, 092409, 134520,   44.6,   0.08,
2150200212, 092409, 134509,   44.6,   0.07,
2150200211, 092409, 134320,   74.7,   0.15,
2150200210, 092409, 134309,   74.7,   0.14,
2150200209, 092409, 134300,   74.7,   0.14,
2150200206, 092409, 133959,   99.8,   0.24,
2150200205, 092409, 133829,  125.7,   0.11,
2150200204, 092409, 133820,  125.5,   0.10,
2150200203, 092409, 133812,  125.2,   0.10,
2150200202, 092409, 133632,  150.2,   0.03,
2150200201, 092409, 133249,  176.7,   0.03,
2150201622, 092609, 070104,    5.0,   0.07,
2150201619, 092609, 065912,   26.1,   0.07,
2150201617, 092609, 065732,   44.9,   0.09,
2150201616, 092609, 065556,   60.0,   0.14,
2150201614, 092609, 065412,   76.7,   0.21,
2150201611, 092609, 065124,   99.4,   0.26,
2150201610, 092609, 064952,  114.6,   0.23,
2150201608, 092609, 064822,  125.8,   0.20,
2150201607, 092609, 064702,  134.8,   0.20,
2150201605, 092609, 064533,  150.5,   0.14,
2150201603, 092609, 064332,  173.9,   0.06,
2160200220, 110309, 141957,    4.6,   0.08,
2160200219, 110309, 141950,    4.6,   0.07,
2160200218, 110309, 141943,    4.6,   0.08,
2160200217, 110309, 141756,   23.9,   0.08,
2160200216, 110309, 141751,   24.0,   0.07,
2160200215, 110309, 141744,   24.0,   0.08,
2160200214, 110309, 141607,   44.8,   0.07,
2160200213, 110309, 141600,   44.7,   0.08,
2160200211, 110309, 141407,   75.1,   0.19,
2160200210, 110309, 141400,   75.1,   0.19,
2160200209, 110309, 141354,   75.2,   0.17,
2160200208, 110309, 141212,   99.3,   0.23,
2160200207, 110309, 141206,   99.0,   0.25,
2160200206, 110309, 141159,   99.4,   0.27,
2160200205, 110309, 141003,  128.8,   0.11,
2160200204, 110309, 140956,  127.8,   0.13,
2160200203, 110309, 140949,  127.0,   0.15,
2160200202, 110309, 140819,  149.6,   0.03,
2160200201, 110309, 140639,  171.4,   0.03,
2160201522, 110509, 070702,    5.0,   0.09,
2160201519, 110509, 070455,   24.7,   0.09,
2160201517, 110509, 070315,   44.1,   0.11,
2160201516, 110509, 070150,   60.5,   0.19,
2160201514, 110509, 070021,   74.9,   0.24,
2160201513, 110509, 065900,   84.7,   0.23,
2160201511, 110509, 065706,  101.6,   0.28,
2160201510, 110509, 065417,  114.2,   0.22,
2160201508, 110509, 065251,  124.9,   0.12,
2160201507, 110509, 065016,  135.2,   0.10,
2160201505, 110509, 064816,  149.6,   0.06,
2160201503, 110509, 064555,  177.4,   0.02,
2170200222, 120909, 131345,    4.6,   0.12,
2170200221, 120909, 131334,    4.7,   0.09,
2170200220, 120909, 131327,    4.7,   0.12,
2170200219, 120909, 131221,   24.4,   0.13,
2170200218, 120909, 131213,   24.4,   0.12,
2170200217, 120909, 131207,   24.4,   0.13,
2170200216, 120909, 131106,   44.3,   0.13,
2170200215, 120909, 131058,   44.3,   0.14,
2170200214, 120909, 131051,   44.3,   0.13,
2170200213, 120909, 130943,   74.7,   0.19,
2170200210, 120909, 130813,   99.8,   0.23,
2170200209, 120909, 130805,   99.7,   0.22,
2170200208, 120909, 130757,   99.9,   0.21,
2170200207, 120909, 130652,  126.7,   0.12,
2170200206, 120909, 130643,  126.7,   0.12,
2170200205, 120909, 130636,  126.5,   0.13,
2170200204, 120909, 130517,  151.6,   0.05,
2170200203, 120909, 130411,  175.5,   0.02,
2170201622, 121109, 070048,    4.7,   0.10,
2170201619, 121109, 065908,   25.7,   0.11,
2170201617, 121109, 065739,   45.5,   0.12,
2170201616, 121109, 065618,   59.1,   0.13,
2170201614, 121109, 065438,   75.2,   0.16,
2170201613, 121109, 065329,   84.8,   0.27,
2170201611, 121109, 065158,   99.5,   0.24,
2170201610, 121109, 065043,  115.1,   0.18,
2170201608, 121109, 064913,  125.6,   0.13,
2170201607, 121109, 064618,  134.7,   0.08,
2170201605, 121109, 064448,  149.7,   0.04,
2170201603, 121109, 064303,  177.1,   0.01,
2190200721, 031110, 002324,    4.9,   0.09,
2190200719, 031110, 002125,   25.0,   0.11,
2190200717, 031110, 001950,   45.5,   0.10,
2190200716, 031110, 001840,   59.7,   0.11,
2190200714, 031110, 001722,   74.9,   0.11,
2190200713, 031110, 001618,   86.5,   0.13,
2190200711, 031110, 001504,  100.3,   0.17,
2190200710, 031110, 001415,  113.5,   0.24,
2190200708, 031110, 001259,  124.9,   0.29,
2190200707, 031110, 001202,  133.7,   0.23,
2190200705, 031110, 001040,  152.1,   0.09,
2190200703, 031110, 000833,  175.4,   0.05,
2200200220, 040610, 134252,    4.7,   0.11,
2200200219, 040610, 134244,    4.7,   0.10,
2200200218, 040610, 134235,    4.7,   0.10,
2200200217, 040610, 134117,   25.3,   0.09,
2200200216, 040610, 134108,   25.3,   0.10,
2200200215, 040610, 134057,   25.2,   0.11,
2200200214, 040610, 133929,   44.1,   0.12,
2200200213, 040610, 133918,   44.1,   0.11,
2200200212, 040610, 133906,   44.2,   0.10,
2200200211, 040610, 133719,   77.5,   0.13,
2200200210, 040610, 133708,   77.4,   0.12,
2200200209, 040610, 133657,   77.3,   0.12,
2200200208, 040610, 133518,   99.1,   0.15,
2200200207, 040610, 133508,   98.5,   0.14,
2200200206, 040610, 133458,   98.4,   0.14,
2200200205, 040610, 133325,  122.8,   0.23,
2200200204, 040610, 133315,  123.3,   0.20,
2200200203, 040610, 133306,  123.6,   0.18,
2200200202, 040610, 133147,  150.0,   0.06,
2200200201, 040610, 133019,  174.2,   0.03,
2200201521, 040810, 065933,    5.4,   0.09,
2200201519, 040810, 065808,   24.5,   0.08,
2200201517, 040810, 065643,   45.4,   0.12,
2200201516, 040810, 065537,   59.4,   0.19,
2200201514, 040810, 065424,   74.9,   0.22,
2200201513, 040810, 065322,   83.9,   0.26,
2200201511, 040810, 065203,   99.1,   0.29,
2200201510, 040810, 065053,  115.3,   0.26,
2200201508, 040810, 064938,  126.1,   0.29,
2200201507, 040810, 064835,  135.1,   0.19,
2200201505, 040810, 064717,  151.2,   0.16,
2200201503, 040810, 064549,  176.5,   0.05,
2210200222, 051810, 124214,    5.0,   0.08,
2210200221, 051810, 124205,    5.0,   0.08,
2210200220, 051810, 124158,    5.0,   0.09,
2210200219, 051810, 124017,   23.1,   0.09,
2210200218, 051810, 124008,   23.1,   0.08,
2210200217, 051810, 123959,   23.1,   0.08,
2210200216, 051810, 123727,   44.3,   0.10,
2210200215, 051810, 123717,   44.4,   0.10,
2210200214, 051810, 123707,   44.5,   0.12,
2210200213, 051810, 123503,   74.6,   0.17,
2210200212, 051810, 123452,   74.4,   0.18,
2210200211, 051810, 123444,   74.5,   0.16,
2210200210, 051810, 123249,  100.4,   0.27,
2210200209, 051810, 123240,  100.4,   0.26,
2210200208, 051810, 123231,  100.4,   0.25,
2210200207, 051810, 123034,  125.1,   0.20,
2210200206, 051810, 123023,  125.1,   0.20,
2210200205, 051810, 123012,  125.1,   0.20,
2210200204, 051810, 122828,  150.2,   0.12,
2210200203, 051810, 122652,  176.4,   0.09,
2210201621, 052010, 070129,    5.5,   0.08,
2210201619, 052010, 065959,   24.9,   0.08,
2210201617, 052010, 065829,   47.5,   0.09,
2210201616, 052010, 065549,   60.3,   0.10,
2210201614, 052010, 065434,   74.1,   0.11,
2210201613, 052010, 065329,   85.7,   0.13,
2210201611, 052010, 065204,  100.5,   0.17,
2210201610, 052010, 065054,  115.1,   0.26,
2210201609, 052010, 064948,  124.5,   0.35,
2210201608, 052010, 064939,  124.5,   0.28,
2210201607, 052010, 064834,  135.5,   0.24,
2210201605, 052010, 064714,  150.4,   0.15,
2210201603, 052010, 064544,  173.7,   0.07,
2220200222, 060810, 121833,    5.5,   0.06,
2220200221, 060810, 121823,    5.5,   0.07,
2220200220, 060810, 121816,    5.4,   0.07,
2220200219, 060810, 121643,   25.1,   0.08,
2220200218, 060810, 121633,   25.1,   0.06,
2220200217, 060810, 121623,   25.0,   0.07,
2220200216, 060810, 121448,   44.7,   0.07,
2220200215, 060810, 121438,   44.6,   0.08,
2220200214, 060810, 121428,   44.6,   0.09,
2220200213, 060810, 121248,   75.5,   0.16,
2220200212, 060810, 121238,   75.5,   0.13,
2220200211, 060810, 121228,   75.4,   0.15,
2220200210, 060810, 121019,  100.1,   0.21,
2220200207, 060810, 120820,  127.4,   0.23,
2220200206, 060810, 120808,  127.3,   0.22,
2220200205, 060810, 120758,  127.1,   0.22,
2220200204, 060810, 120542,  147.8,   0.17,
2220200203, 060810, 120348,  180.0,   0.05,
2220201621, 061010, 070829,    4.9,   0.08,
2220201619, 061010, 070643,   23.8,   0.08,
2220201617, 061010, 070509,   45.4,   0.08,
2220201616, 061010, 070328,   59.7,   0.12,
2220201614, 061010, 070149,   75.3,   0.09,
2220201613, 061010, 070039,   84.9,   0.11,
2220201611, 061010, 065854,  100.9,   0.13,
2220201610, 061010, 065658,  113.5,   0.37,
2220201608, 061010, 065424,  126.0,   0.32,
2220201607, 061010, 065313,  134.6,   0.22,
2220201605, 061010, 065119,  151.0,   0.13,
2220201603, 061010, 064939,  175.4,   0.08,
2230200222, 070810, 125630,    5.8,   0.08,
2230200221, 070810, 125620,    5.8,   0.09,
2230200220, 070810, 125602,    5.9,   0.09,
2230200219, 070810, 125142,   25.8,   0.09,
2230200218, 070810, 125132,   25.7,   0.09,
2230200217, 070810, 125122,   25.7,   0.08,
2230200216, 070810, 124855,   46.2,   0.09,
2230200215, 070810, 124843,   46.2,   0.09,
2230200214, 070810, 124833,   46.1,   0.08,
2230200213, 070810, 124557,   75.5,   0.15,
2230200212, 070810, 124531,   75.4,   0.16,
2230200211, 070810, 124519,   75.3,   0.15,
2230200210, 070810, 124221,  100.6,   0.21,
2230200209, 070810, 124211,  100.5,   0.22,
2230200208, 070810, 124201,  100.4,   0.22,
2230200207, 070810, 123842,  125.5,   0.23,
2230200206, 070810, 123831,  125.7,   0.25,
2230200205, 070810, 123822,  125.5,   0.24,
2230200204, 070810, 123556,  150.6,   0.18,
2230200203, 070810, 123246,  175.0,   0.06,
2230201621, 071010, 070303,    7.1,   0.10,
2230201619, 071010, 065957,   25.5,   0.11,
2230201617, 071010, 065752,   45.5,   0.07,
2230201616, 071010, 065606,   60.5,   0.14,
2230201614, 071010, 065402,   75.4,   0.19,
2230201613, 071010, 065216,   85.2,   0.23,
2230201611, 071010, 065032,   99.7,   0.25,
2230201608, 071010, 064712,  124.8,   0.26,
2230201607, 071010, 064542,  134.2,   0.22,
2230201605, 071010, 064347,  149.4,   0.08,
2230201603, 071010, 064127,  174.1,   0.02,
2240200222, 080710, 122307,    6.2,   0.07,
2240200221, 080710, 122257,    6.2,   0.06,
2240200220, 080710, 122246,    6.0,   0.07,
2240200219, 080710, 121934,   24.8,   0.07,
2240200218, 080710, 121927,   24.8,   0.07,
2240200217, 080710, 121914,   24.9,   0.07,
2240200216, 080710, 121702,   45.1,   0.09,
2240200215, 080710, 121652,   45.2,   0.09,
2240200214, 080710, 121643,   45.1,   0.09,
2240200213, 080710, 121412,   75.4,   0.13,
2240200212, 080710, 121405,   75.3,   0.13,
2240200211, 080710, 121359,   75.4,   0.11,
2240200210, 080710, 121137,  100.2,   0.21,
2240200209, 080710, 121127,  100.4,   0.24,
2240200208, 080710, 121117,  100.2,   0.22,
2240200207, 080710, 120909,  125.3,   0.25,
2240200206, 080710, 120859,  125.3,   0.26,
2240200205, 080710, 120848,  125.1,   0.27,
2240200204, 080710, 120503,  151.2,   0.19,
2240200203, 080710, 120243,  176.2,   0.09,
2240201621, 080910, 070014,    4.6,   0.07,
2240201619, 080910, 065619,   25.1,   0.06,
2240201617, 080910, 065418,   45.6,   0.11,
2240201616, 080910, 065249,   59.9,   0.13,
2240201614, 080910, 065114,   75.2,   0.18,
2240201613, 080910, 065004,   85.3,   0.24,
2240201611, 080910, 064822,  100.1,   0.29,
2240201610, 080910, 064650,  115.6,   0.28,
2240201608, 080910, 064523,  125.1,   0.25,
2240201607, 080910, 064411,  134.8,   0.23,
2240201605, 080910, 064229,  150.0,   0.17,
2240201603, 080910, 064045,  175.8,   0.08,
2250200222, 090310, 123630,    6.6,   0.07,
2250200221, 090310, 123620,    6.6,   0.07,
2250200220, 090310, 123611,    6.6,   0.08,
2250200219, 090310, 123328,   25.2,   0.07,
2250200218, 090310, 123317,   25.0,   0.07,
2250200217, 090310, 123307,   25.0,   0.07,
2250200216, 090310, 123107,   45.1,   0.09,
2250200215, 090310, 123058,   45.1,   0.09,
2250200214, 090310, 123049,   45.0,   0.09,
2250200213, 090310, 122838,   75.2,   0.14,
2250200212, 090310, 122827,   75.2,   0.14,
2250200210, 090310, 122600,  100.5,   0.28,
2250200209, 090310, 122551,  100.5,   0.26,
2250200208, 090310, 122539,  100.3,   0.27,
2250200207, 090310, 122332,  124.7,   0.16,
2250200206, 090310, 122320,  124.5,   0.18,
2250200205, 090310, 122309,  124.5,   0.17,
2250200204, 090310, 122104,  149.9,   0.09,
2250200203, 090310, 121908,  176.9,   0.02,
2250201523, 090510, 070053,    5.1,   0.07,
2250201521, 090510, 065800,   24.9,   0.08,
2250201519, 090510, 065555,   45.6,   0.10,
2250201518, 090510, 065412,   60.3,   0.15,
2250201515, 090510, 065110,   75.1,   0.20,
2250201514, 090510, 064942,   84.9,   0.26,
2250201512, 090510, 064740,  100.5,   0.24,
2250201510, 090510, 064429,  115.0,   0.13,
2250201508, 090510, 064205,  125.6,   0.10,
2250201507, 090510, 063954,  135.0,   0.07,
2250201505, 090510, 063747,  150.0,   0.05,
2250201503, 090510, 063526,  175.2,   0.03,
2260200222, 100310, 120523,    5.7,   0.10,
2260200221, 100310, 120513,    5.7,   0.09,
2260200220, 100310, 120503,    5.7,   0.10,
2260200219, 100310, 120244,   24.7,   0.09,
2260200218, 100310, 120233,   24.7,   0.09,
2260200217, 100310, 120223,   24.5,   0.09,
2260200216, 100310, 115948,   45.8,   0.09,
2260200215, 100310, 115938,   45.8,   0.10,
2260200214, 100310, 115929,   45.5,   0.10,
2260200213, 100310, 115638,   76.1,   0.20,
2260200212, 100310, 115628,   76.1,   0.21,
2260200211, 100310, 115619,   76.0,   0.22,
2260200210, 100310, 115344,  100.9,   0.33,
2260200209, 100310, 115334,  100.6,   0.34,
2260200208, 100310, 115323,  100.8,   0.32,
2260200207, 100310, 115100,  125.8,   0.19,
2260200206, 100310, 115048,  126.0,   0.16,
2260200205, 100310, 115038,  126.0,   0.15,
2260200204, 100310, 114823,  150.2,   0.06,
2260200203, 100310, 114608,  175.3,   0.03,
2260201622, 100510, 070233,    6.9,   0.12,
2260201619, 100510, 065938,   25.7,   0.11,
2260201617, 100510, 065714,   46.1,   0.11,
2260201616, 100510, 065509,   61.2,   0.18,
2260201614, 100510, 065254,   74.6,   0.21,
2260201613, 100510, 065110,   85.6,   0.33,
2260201611, 100510, 064854,   99.9,   0.36,
2260201610, 100510, 064633,  116.0,   0.29,
2260201608, 100510, 064439,  125.6,   0.23,
2260201607, 100510, 064259,  135.6,   0.16,
2260201605, 100510, 064054,  150.7,   0.08,
2260201603, 100510, 063824,  175.6,   0.04,
2270200322, 112110, 125632,    5.9,   0.07,
2270200321, 112110, 125623,    5.7,   0.07,
2270200320, 112110, 125609,    5.7,   0.07,
2270200319, 112110, 125439,   25.3,   0.09,
2270200318, 112110, 125430,   25.2,   0.08,
2270200317, 112110, 125420,   25.2,   0.09,
2270200316, 112110, 125301,   44.9,   0.09,
2270200315, 112110, 125252,   44.8,   0.11,
2270200314, 112110, 125243,   45.0,   0.10,
2270200313, 112110, 125104,   75.5,   0.14,
2270200312, 112110, 125055,   75.2,   0.12,
2270200311, 112110, 125042,   75.2,   0.15,
2270200310, 112110, 124914,  100.2,   0.26,
2270200309, 112110, 124905,  100.3,   0.25,
2270200308, 112110, 124853,  100.3,   0.22,
2270200307, 112110, 124729,  126.1,   0.22,
2270200306, 112110, 124716,  126.0,   0.20,
2270200305, 112110, 124706,  125.6,   0.18,
2270200304, 112110, 124553,  150.2,   0.08,
2270200303, 112110, 124425,  175.3,   0.04,
2270200821, 112210, 053634,   25.0,   0.08,
2270200819, 112210, 053524,   44.5,   0.10,
2270200818, 112210, 053422,   59.7,   0.12,
2270200816, 112210, 053302,   75.1,   0.15,
2270200815, 112210, 053207,   84.4,   0.18,
2270200813, 112210, 053026,  100.2,   0.28,
