botid, date, time, press, pp, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
2520200611, 051813, 035319,  174.7,    6.9,
2520200610, 051813, 035139,  200.8,    6.0,
2530200622, 062613, 040758,    6.9,   15.8,
2530200621, 062613, 040508,   25.5,   14.2,
2530200620, 062613, 040348,   45.5,   14.8,
2530200619, 062613, 040218,   74.6,   17.3,
2530200618, 062613, 040058,  100.5,   16.4,
2530200617, 062613, 035908,  125.7,   14.5,
2530200616, 062613, 035738,  149.9,   12.0,
2530200615, 062613, 035608,  176.3,    6.9,
2530200614, 062613, 035418,  200.7,    5.7,
2540200514, 091213, 040643,    7.3,   12.3,
2540200513, 091213, 040423,   25.6,   16.4,
2540200512, 091213, 040318,   45.9,   11.3,
2540200511, 091213, 040154,   74.9,   16.4,
2540200510, 091213, 040023,  100.4,   12.3,
2540200508, 091213, 035703,  149.2,    6.0,
2540200507, 091213, 035529,  176.2,    4.7,
2550200522, 100213, 041733,    7.0,   19.9,
2550200521, 100213, 041533,   24.9,   18.6,
2550200520, 100213, 041413,   44.9,   16.7,
2550200519, 100213, 041242,   75.0,   16.4,
2550200518, 100213, 041122,  101.6,   12.3,
2550200517, 100213, 040952,  126.2,    8.5,
2550200516, 100213, 040832,  150.2,    5.0,
2550200515, 100213, 040723,  174.5,    4.7,
2550200514, 100213, 040552,  200.6,    4.4,
2560200522, 102813, 040526,    7.0,   17.3,
2560200521, 102813, 040336,   25.7,   16.1,
2560200520, 102813, 040206,   45.2,   15.4,
2560200519, 102813, 040026,   75.8,   17.0,
2560200518, 102813, 035846,  100.0,   11.3,
2560200517, 102813, 035706,  125.5,    8.8,
2560200516, 102813, 035516,  150.2,    6.3,
2560200515, 102813, 035346,  175.2,    5.0,
2560200514, 102813, 035206,  200.1,    4.1,
2570200516, 112713, 032757,    5.9,   16.1,
2570200514, 112713, 032538,   25.2,   15.4,
2570200512, 112713, 032337,   44.9,   16.4,
2570200511, 112713, 032207,   75.1,   14.2,
2570200510, 112713, 032047,  100.9,    8.5,
2570200509, 112713, 031918,  125.1,    6.6,
2570200508, 112713, 031807,  149.8,    5.7,
2570200507, 112713, 031648,  175.8,    5.0,
2570200506, 112713, 031528,  199.5,    3.5,
2580200514, 122113, 040230,    7.7,   12.0,
2580200513, 122113, 040040,   25.0,   14.2,
2580200512, 122113, 035920,   44.7,   14.8,
2580200511, 122113, 035750,   75.3,   13.2,
2580200510, 122113, 035620,  101.4,   12.9,
2580200509, 122113, 035450,  125.3,    7.3,
2580200508, 122113, 035325,  150.6,    5.7,
2580200507, 122113, 035149,  176.1,    4.4,
2590200520, 011614, 035613,    6.5,   12.9,
2590200517, 011614, 035353,   25.2,   12.6,
2590200516, 011614, 035233,   45.7,   12.3,
2590200512, 011614, 034903,  100.5,    8.8,
2590200511, 011614, 034733,  124.9,   10.7,
2590200508, 011614, 034533,  150.3,    6.0,
2590200507, 011614, 034403,  175.3,    4.7,
2590200506, 011614, 034213,  200.5,    4.1,
2600200514, 021514, 042708,    5.6,   13.2,
2600200513, 021514, 042432,   25.2,   13.2,
2600200512, 021514, 042247,   49.0,   13.2,
2600200511, 021514, 042047,   76.3,   14.5,
2600200510, 021514, 041902,  101.8,   11.7,
2600200509, 021514, 041717,  125.0,    6.6,
2600200508, 021514, 041532,  150.7,    5.0,
2600200507, 021514, 041347,  176.1,    3.8,
2600200506, 021514, 041202,  201.7,    3.8,
2610200515, 030614, 043643,    5.6,   16.4,
2610200513, 030614, 043457,   26.0,   17.0,
2610200512, 030614, 043348,   45.3,   15.8,
2610200511, 030614, 043233,   74.7,   13.9,
2610200510, 030614, 043113,  100.7,   13.2,
2610200509, 030614, 042957,  123.9,   10.1,
2610200508, 030614, 042842,  150.8,    4.7,
2610200507, 030614, 042732,  175.4,    3.8,
2610200506, 030614, 042627,  200.6,    4.1,
2630200417, 060114, 041206,    5.4,   17.7,
2630200413, 060114, 040946,   26.0,   17.0,
2630200412, 060114, 040746,   46.8,   16.1,
2630200410, 060114, 040259,   99.8,   13.9,
2630200409, 060114, 040046,  126.2,   11.3,
2630200408, 060114, 035841,  150.8,    6.6,
2630200407, 060114, 035646,  174.8,    5.0,
2630200406, 060114, 035456,  199.1,    5.0,
2640200515, 070114, 035703,    5.3,   18.9,
2640200513, 070114, 035528,   24.9,   19.9,
2640200512, 070114, 035408,   44.9,   20.2,
2640200511, 070114, 035224,   74.0,   16.4,
2640200510, 070114, 035053,  100.0,   12.9,
2640200509, 070114, 034938,  125.0,   12.3,
2640200508, 070114, 034823,  149.9,    7.3,
2640200507, 070114, 034713,  174.4,    6.0,
2640200506, 070114, 034558,  199.9,    4.7,
2650200513, 091514, 040800,   24.8,   19.9,
2650200512, 091514, 040639,   44.4,   19.5,
2650200511, 091514, 040509,   75.2,   18.0,
2650200510, 091514, 040347,   99.9,   18.0,
2650200509, 091514, 040223,  124.6,   12.0,
2650200508, 091514, 040057,  150.3,    6.6,
2650200507, 091514, 035927,  174.4,    6.3,
2650200506, 091514, 035800,  200.1,    6.3,
2660200515, 101414, 040706,    6.4,   21.4,
2660200513, 101414, 040530,   25.3,   19.9,
2660200512, 101414, 040336,   45.5,   21.1,
2660200511, 101414, 040122,   74.1,   20.8,
2660200510, 101414, 035929,  101.5,   17.3,
2660200509, 101414, 035732,  125.5,   11.3,
2660200508, 101414, 035554,  149.7,    9.8,
2660200507, 101414, 035434,  174.1,    6.6,
2660200506, 101414, 035314,  200.9,    6.0,
2670200515, 112214, 033330,    4.5,   17.3,
2670200513, 112214, 033136,   24.9,   16.1,
2670200512, 112214, 032946,   44.8,   20.2,
2670200511, 112214, 032806,   75.0,   19.2,
2670200510, 112214, 032631,   99.9,   13.6,
2670200509, 112214, 032451,  124.6,   10.1,
2670200508, 112214, 032315,  149.7,    6.6,
2670200507, 112214, 032137,  176.6,    5.0,
2670200506, 112214, 031956,  199.1,    9.5,
2680200524, 121714, 070420,    5.7,   13.6,
2680200522, 121714, 070248,   25.0,   13.2,
2680200521, 121714, 070128,   44.9,   14.8,
2680200520, 121714, 065958,   74.6,   14.5,
2680200519, 121714, 065828,   99.9,   14.8,
2680200516, 121714, 065548,  124.6,    8.5,
2680200515, 121714, 065408,  150.5,    5.7,
2680200514, 121714, 065238,  174.8,    5.7,
2680200513, 121714, 065108,  200.1,    4.4,
2690200515, 022515, 041715,    5.3,   18.0,
2690200513, 022515, 041520,   24.5,   16.4,
2690200512, 022515, 041340,   45.4,   15.4,
2690200511, 022515, 041145,   75.3,   18.0,
2690200510, 022515, 040936,  103.9,   15.8,
2690200509, 022515, 040741,  122.0,   14.5,
2690200508, 022515, 040550,  150.5,   11.0,
2690200507, 022515, 040400,  175.9,    6.9,
2690200506, 022515, 040205,  197.8,    3.8,
2700200822, 033015, 174936,    4.6,   14.2,
2700200820, 033015, 174821,   24.6,   14.2,
2700200818, 033015, 174706,   45.1,   15.1,
2700200816, 033015, 174546,   74.3,   14.5,
2700200814, 033015, 174420,   98.8,   13.2,
2700200812, 033015, 174301,  125.6,   13.2,
2700200810, 033015, 174141,  150.3,    9.5,
2700200807, 033015, 173921,  199.8,    4.4,
2710200515, 042215, 040423,    7.5,   14.8,
2710200513, 042215, 040203,   24.9,   12.3,
2710200512, 042215, 040053,   43.9,   10.4,
2710200511, 042215, 035938,   74.8,    8.2,
2710200510, 042215, 035813,  100.3,   10.4,
2710200509, 042215, 035653,  124.9,    6.0,
2710200507, 042215, 035418,  174.3,    4.4,
2710200506, 042215, 035254,  200.3,    3.2,
2720200616, 052415, 040052,    5.5,   14.5,
2720200613, 052415, 035916,   25.2,   13.6,
2720200612, 052415, 035746,   44.7,   14.2,
2720200611, 052415, 035601,   76.9,   15.1,
2720200610, 052415, 035421,  100.1,   15.4,
2720200609, 052415, 035246,  125.3,   14.2,
2720200608, 052415, 035126,  150.1,   11.0,
2720200607, 052415, 035001,  176.9,    8.5,
2720200606, 052415, 034831,  199.5,    6.6,
2730200615, 062015, 035652,    6.8,   11.7,
2730200613, 062015, 035518,   25.4,   16.7,
2730200612, 062015, 035353,   45.1,   12.0,
2730200611, 062015, 035222,   75.4,   12.0,
2730200610, 062015, 035103,  100.0,   10.4,
2730200609, 062015, 034952,  124.6,    8.5,
2730200607, 062015, 034727,  174.2,    4.7,
2730200606, 062015, 034607,  199.6,    4.7,
2740200615, 072015, 041051,    5.8,   11.3,
2740200613, 072015, 040804,   25.4,   13.6,
2740200612, 072015, 040637,   45.8,   18.3,
2740200611, 072015, 040507,   75.3,   15.1,
2740200610, 072015, 040327,  101.6,    9.8,
2740200609, 072015, 040157,  126.7,   11.7,
2740200608, 072015, 040037,  151.6,    6.9,
2740200607, 072015, 035911,  175.7,    6.0,
2740200606, 072015, 035727,  200.5,    3.2,
2750200515, 081315, 040151,    5.1,   11.3,
2750200513, 081315, 040017,   24.9,   18.3,
2750200512, 081315, 035857,   45.0,   13.9,
2750200511, 081315, 035727,   74.5,   13.6,
2750200510, 081315, 035552,   99.9,   12.3,
2750200509, 081315, 035422,  127.2,   10.4,
2750200508, 081315, 035252,  151.4,    5.7,
2750200507, 081315, 035127,  174.0,    4.1,
2750200506, 081315, 035002,  200.4,    4.7,
2770200519, 101415, 041106,    5.8,   15.8,
2770200513, 101415, 040856,   24.9,   13.9,
2770200512, 101415, 040731,   45.1,   16.7,
2770200511, 101415, 040546,   76.0,   16.7,
2770200510, 101415, 040421,  100.0,   14.2,
2770200509, 101415, 040246,  124.9,    8.5,
2770200508, 101415, 040116,  151.1,    6.0,
2770200507, 101415, 035926,  176.5,   22.7,
2770200506, 101415, 035802,  199.5,    3.8,
2780200419, 111415, 043541,    5.8,   16.7,
2780200413, 111415, 043302,   24.6,   24.3,
2780200412, 111415, 043132,   45.2,   20.2,
2780200411, 111415, 042956,   74.9,   19.5,
2780200410, 111415, 042812,   99.1,   17.3,
2780200409, 111415, 042617,  124.4,    9.5,
2780200408, 111415, 042422,  152.0,    4.4,
2780200407, 111415, 042242,  177.7,    3.2,
2780200406, 111415, 042102,  199.2,    3.8,
2790200515, 120915, 032645,    4.7,    9.5,
2790200513, 120915, 032515,   25.2,   17.0,
2790200512, 120915, 032415,   45.5,   13.2,
2790200511, 120915, 032305,   73.9,   16.1,
2790200510, 120915, 032155,  100.0,   14.5,
2790200509, 120915, 032045,  124.1,    8.8,
2790200507, 120915, 031830,  174.9,    8.2,
2790200506, 120915, 031720,  201.1,    4.4,
